,Added points,f1,accuracy
0,100,0.8168904677076163,0.8216145783662796
0,200,0.7953464960834755,0.8020833283662796
0,300,0.8232645111788661,0.8255208283662796
0,400,0.8012419792531343,0.8093750029802322
0,500,0.8552719531435802,0.8572916686534882
0,100,0.8009669197946941,0.8059895783662796
0,200,0.825382064160582,0.8294270783662796
0,300,0.8345005876687577,0.8377604186534882
0,400,0.7997543073721103,0.8059895783662796
0,500,0.8587371246783435,0.8611979186534882
0,100,0.789699750654218,0.8015625029802322
0,200,0.793854294469685,0.7981770783662796
0,300,0.8163457642710147,0.8260416686534882
0,400,0.8200430468337925,0.8255208283662796
0,500,0.8393045050975766,0.8445312529802322
0,100,0.8209271073478439,0.8260416686534882
0,200,0.8299150266006027,0.8343749940395355
0,300,0.7986434323934323,0.8054687529802322
0,400,0.8213598268980846,0.8255208283662796
0,500,0.8211325244867551,0.8255208283662796
0,100,0.7970389479749636,0.8054687529802322
0,200,0.8104253455597117,0.8177083283662796
0,300,0.7988461894628072,0.8059895783662796
0,400,0.8358841956065947,0.8377604186534882
0,500,0.820412420400435,0.8255208283662796
