,acc
0,0.8328125029802322
1,0.8206305858238595
0,0.8328125029802322
1,0.8206305858238595
0,0.8328125029802322
1,0.8206305858238595
0,0.8328125029802322
1,0.8206305858238595
0,0.8328125029802322
1,0.8206305858238595
