,Added points,f1,accuracy
0,100,0.8201521204657618,0.8255208283662796
0,200,0.8207464263839755,0.8255208283662796
0,300,0.8086863136811475,0.8182291686534882
0,400,0.7935443036229619,0.8026041686534882
0,500,0.799566895320243,0.8020833283662796
0,100,0.8092608529467188,0.8138020783662796
0,200,0.7981378062114814,0.8059895783662796
0,300,0.8286315774605603,0.8338541686534882
0,400,0.8028904393571401,0.8098958283662796
0,500,0.7965171775176043,0.8020833283662796
0,100,0.8135483214762257,0.8182291686534882
0,200,0.7852915945830584,0.7937500029802322
0,300,0.7944334125930737,0.8049479126930237
0,400,0.7866390211176637,0.7942708283662796
0,500,0.787113678309423,0.7942708283662796
0,100,0.8041540781215151,0.8098958283662796
0,200,0.8024226058920374,0.8098958283662796
0,300,0.8045747224592638,0.8098958283662796
0,400,0.8442621157921795,0.8460937440395355
0,500,0.800182817080795,0.8059895783662796
0,100,0.7710445942065041,0.7815104126930237
0,200,0.7659388846034666,0.7736979126930237
0,300,0.8061718326730787,0.8132812529802322
0,400,0.8034276163895766,0.8098958283662796
0,500,0.8102728231464608,0.8143229186534882
