,Added points,f1,accuracy
0,100,0.8116423771442263,0.8250000029802322
0,200,0.847997275798043,0.8489583283662796
0,300,0.8342818051859501,0.8367187529802322
0,400,0.8250117330962468,0.8406250029802322
0,500,0.8669528631631657,0.8690104186534882
0,100,0.8361656574137343,0.8377604186534882
0,200,0.8334408238421791,0.8372395783662796
0,300,0.8431729725524,0.8450520783662796
0,400,0.8084804919156467,0.8138020783662796
0,500,0.8437272151791055,0.8489583283662796
0,100,0.826705916808093,0.8406250029802322
0,200,0.8486132801093236,0.8489583283662796
0,300,0.8588745295415072,0.8611979186534882
0,400,0.8532829674951699,0.8523437529802322
0,500,0.8556028306097783,0.8562500029802322
0,100,0.8462378128540653,0.8489583283662796
0,200,0.8512200894771683,0.8572916686534882
0,300,0.8482711885058445,0.8533854186534882
0,400,0.8485373138804425,0.8533854186534882
0,500,0.859990047248379,0.8606770783662796
0,100,0.832042222157404,0.8333333283662796
0,200,0.8320444519054389,0.8333333283662796
0,300,0.8474740001501808,0.8489583283662796
0,400,0.8378581506422234,0.8406250029802322
0,500,0.8376617347731101,0.8411458283662796
