,Added points,f1,accuracy
0,100,0.8129250954334089,0.8244791626930237
0,200,0.8364189024729248,0.8416666686534882
0,300,0.8259698793226136,0.8361979126930237
0,400,0.8133556609215541,0.8098958283662796
0,500,0.8416526800948299,0.8445312529802322
0,100,0.8253298742150872,0.8294270783662796
0,200,0.8541224979262156,0.8572916686534882
0,300,0.8162900218557527,0.8171875029802322
0,400,0.8467757298355509,0.8494791686534882
0,500,0.8403705227020684,0.8455729186534882
0,100,0.8106838750232311,0.8205729126930237
0,200,0.8423328154849048,0.8460937440395355
0,300,0.8520272976123573,0.8528645783662796
0,400,0.8513547357489647,0.8528645783662796
0,500,0.8375259742615647,0.8416666686534882
0,100,0.8633941179163883,0.8651041686534882
0,200,0.8551301154094557,0.8567708283662796
0,300,0.8465277111129048,0.8489583283662796
0,400,0.8166581869625712,0.8210937529802322
0,500,0.8451528153805974,0.8489583283662796
0,100,0.8495698718293422,0.8528645783662796
0,200,0.8027927379824513,0.8161458373069763
0,300,0.850804710161501,0.8528645783662796
0,400,0.8300707319782575,0.8328125029802322
0,500,0.8436476331289471,0.8494791686534882
