,acc
0,0.8020833283662796
1,0.7961906866448087
0,0.8020833283662796
1,0.7961906866448087
0,0.8020833283662796
1,0.7961906866448087
0,0.8020833283662796
1,0.7961906866448087
0,0.8020833283662796
1,0.7961906866448087
