,Added points,f1,accuracy
0,200,0.730332734471498,0.7369791716337204
0,400,0.7427605449058381,0.7351562529802322
0,600,0.8304140332612646,0.8333333283662796
0,800,0.8517386015734679,0.8539062440395355
0,1000,0.849070245913502,0.8544270843267441
0,200,0.7628551050259826,0.7669270783662796
0,400,0.7854072548740624,0.7820312529802322
0,600,0.8065851426461155,0.8177083283662796
0,800,0.8166200694965657,0.8255208283662796
0,1000,0.8239757046018049,0.8244791626930237
0,200,0.7299684060353029,0.7453124970197678
0,400,0.6264773214291174,0.6265625059604645
0,600,0.8136546026568029,0.8171875029802322
0,800,0.8406118266594893,0.8421874940395355
0,1000,0.8167114959655449,0.8273437470197678
0,200,0.7479835382191733,0.7614583373069763
0,400,0.7848274487387219,0.7820312529802322
0,600,0.7933031091692777,0.7947916686534882
0,800,0.8379984096516382,0.8416666686534882
0,1000,0.8202181275636916,0.8255208283662796
0,200,0.731012027971254,0.7429687529802322
0,400,0.7862101332572049,0.7859375029802322
0,600,0.7876823400650792,0.7833333313465118
0,800,0.8154717407315958,0.8205729126930237
0,1000,0.7913793596548677,0.7960937470197678
0,200,0.7261167198631172,0.7442708313465118
0,400,0.7904422220506446,0.7942708283662796
0,600,0.786286833681074,0.7955729216337204
0,800,0.8036710966893185,0.8093750029802322
0,1000,0.8343380733704102,0.8432291597127914
0,200,0.756027523036944,0.7585937529802322
0,400,0.7520468382261214,0.7575520873069763
0,600,0.812319029591938,0.8166666626930237
0,800,0.8058976497696588,0.8083333373069763
0,1000,0.8244482922622127,0.8333333283662796
0,200,0.7540869066742835,0.7625000029802322
0,400,0.8077610911571641,0.8104166686534882
0,600,0.7820158535645172,0.7888020873069763
0,800,0.8171020627245914,0.8255208283662796
0,1000,0.8282455136299085,0.8338541686534882
0,200,0.7099126115000742,0.7203125059604645
0,400,0.7579172624872761,0.7570312470197678
0,600,0.8147096525651237,0.8166666626930237
0,800,0.8303709157347767,0.8372395783662796
0,1000,0.8270633397931251,0.8338541686534882
0,200,0.7398498674343166,0.7575520873069763
0,400,0.7656134533869037,0.7786458283662796
0,600,0.8040579464970733,0.8104166686534882
0,800,0.8119106818343635,0.8200520873069763
0,1000,0.8036711139996985,0.8161458373069763
0,200,0.7556845686246119,0.7664062529802322
0,400,0.7893450029500265,0.7908854186534882
0,600,0.8134179561288699,0.8148437440395355
0,800,0.795699207541749,0.8117187470197678
0,1000,0.8293051398792206,0.8333333283662796
0,200,0.7600076296304128,0.7708333283662796
0,400,0.7806258291218078,0.7932291626930237
0,600,0.8233154512551711,0.8250000029802322
0,800,0.8301565316705412,0.8338541686534882
0,1000,0.8052326864934422,0.8138020783662796
0,200,0.7302962862436598,0.7447916716337204
0,400,0.7520604930757846,0.7526041716337204
0,600,0.7708291899978266,0.7776041626930237
0,800,0.8236780288476865,0.8299479186534882
0,1000,0.8042027024330047,0.8127604126930237
0,200,0.7488852443923673,0.7518229186534882
0,400,0.7284472583541997,0.7395833283662796
0,600,0.8069638966903008,0.8083333373069763
0,800,0.8140882672138778,0.8171875029802322
0,1000,0.8245159960218511,0.8289062529802322
0,200,0.7520990329478219,0.7630208283662796
0,400,0.7865043427180055,0.7874999940395355
0,600,0.8257556385719138,0.8294270783662796
0,800,0.7940079935230755,0.8065104186534882
0,1000,0.8335630413996639,0.8372395783662796
