,Added points,f1,accuracy
0,400,0.752479991761106,0.7619791626930237
0,800,0.7787230721779669,0.7903645783662796
0,1200,0.816551865876566,0.8182291686534882
0,1600,0.8654551619787536,0.8734374940395355
0,2000,0.8664088027379621,0.8661458343267441
0,400,0.7320986723456847,0.7424479126930237
0,800,0.7857421911713447,0.7898437529802322
0,1200,0.817512016757325,0.8216145783662796
0,1600,0.8159773056758367,0.8210937529802322
0,2000,0.8331214367121961,0.8372395783662796
0,400,0.7769504971427782,0.7825520783662796
0,800,0.8267265412445541,0.8255208283662796
0,1200,0.8272012835324478,0.8299479186534882
0,1600,0.8671168524382605,0.8700520843267441
0,2000,0.8379784430963872,0.8411458283662796
0,400,0.7513496028500447,0.7497395873069763
0,800,0.7800947922441079,0.7859375029802322
0,1200,0.8252922228374778,0.8294270783662796
0,1600,0.83411908852969,0.8328125029802322
0,2000,0.8170051024190652,0.8182291686534882
0,400,0.7186186023457276,0.7268229126930237
0,800,0.7196525261375911,0.7190104126930237
0,1200,0.8177765737551922,0.8221354186534882
0,1600,0.8275393153641698,0.8299479186534882
0,2000,0.8452364267934741,0.8489583283662796
0,400,0.7668109298383304,0.7752604186534882
0,800,0.7888854814670032,0.7976562529802322
0,1200,0.8125262682196275,0.8138020783662796
0,1600,0.8481067131148889,0.8528645783662796
0,2000,0.8382848548832039,0.8416666686534882
0,400,0.7043529764237927,0.7101562470197678
0,800,0.7959577774884107,0.7947916686534882
0,1200,0.8189190700331809,0.8255208283662796
0,1600,0.827869522275086,0.8294270783662796
0,2000,0.8113771929821778,0.8205729126930237
0,400,0.7422950245121518,0.7502604126930237
0,800,0.8022647427968672,0.8020833283662796
0,1200,0.8249551186470433,0.8260416686534882
0,1600,0.8605941247772346,0.8656249940395355
0,2000,0.832760141691738,0.8372395783662796
0,400,0.7372401336528143,0.7414062470197678
0,800,0.7810100234195629,0.7815104126930237
0,1200,0.7959313123429502,0.8020833283662796
0,1600,0.827309652540989,0.8294270783662796
0,2000,0.8478996151148496,0.8494791686534882
0,400,0.7706613995210868,0.7825520783662796
0,800,0.7856632234076053,0.7874999940395355
0,1200,0.8203586107512438,0.8255208283662796
0,1600,0.8451551210733912,0.8494791686534882
0,2000,0.8655393202064838,0.8695312440395355
